,filename,author,G.dilaGrotta,L'Orsud'Orezza,MartinuAppinzapalu,PetruRocca
40,Altore_N378_A10_co_let.txt,MartinuAppinzapalu,-1.2491329561594011,-0.8527048382553681,0.20486750630107975,-0.10082253278963438
41,Altore_N386_A11_co_let.txt,L'Orsud'Orezza,-1.3106715758681198,0.06856793511928427,-0.5090113005138346,-0.2472809267831093
42,Altore_N390_A11_co_art.txt,L'Orsud'Orezza,-0.9647228628361915,0.026987829333073754,-0.3534586823065252,-0.7062671327280684
43,Altore_N395_A11_co_let.txt,MartinuAppinzapalu,-1.4420349492767808,-0.2576646365850898,-0.01581394365242883,-0.2825024904007404
44,Altore_N397_A11_co_art.txt,PetruRocca,-0.8385572135126665,-0.794442905917446,-0.24205715705915423,-0.12351655152392227
45,Altore_N398_A11_co_art.txt,PetruRocca,-0.42474425117629205,-0.5980276206821064,-0.6913162844818166,-0.2832453273383462
46,Altore_N399_A11_co_art.txt,PetruRocca,-1.1931857473961793,-0.36258568738645136,-0.2607059439850776,-0.18136924239550356
47,Altore_N400_A11_co_art.txt,G.dilaGrotta,-0.13047704972189136,-0.40607210333827676,-1.2153386137456514,-0.24487649425404556
48,Altore_N401_A11_co_let.txt,MartinuAppinzapalu,-1.4021373274712046,-0.037823655287881564,0.04996052385626637,-0.607630246012579
49,Altore_N403_A11_co_art.txt,MartinuAppinzapalu,-1.6060941899244998,-0.9681859015629988,0.3803793711102277,0.19627126957030172
50,Altore_N404_A11_co_art.txt,L'Orsud'Orezza,-1.0920021291158708,0.4143616643338355,-1.2698523481469253,-0.050681422198496584
51,Altore_N405_A11_co_art.txt,PetruRocca,-1.6591355029535535,0.0880413581185483,-0.6076777664959199,0.1802210321115546
52,Altore_N406_A11_co_let.txt,MartinuAppinzapalu,-1.048243268247973,-0.5953949187695933,0.3184759516828709,-0.6714857941908006
53,Altore_N407_A11_co_art.txt,L'Orsud'Orezza,-0.6289114159754038,-0.03512702788328792,-1.2101471082242758,-0.12343689175067885
54,Altore_N408_A11_co_art.txt,PetruRocca,-0.792144342862828,-0.3857305112482534,-1.122906648437432,0.30139493327477773
55,Altore_N409_A11_co_let.txt,MartinuAppinzapalu,-0.6955566741853026,-0.12673350680901085,0.09310389391338547,-1.2670230644638405
56,Altore_N410_A11_co_art.txt,L'Orsud'Orezza,-1.043645558060906,0.6192973632017792,-1.4434051748632304,-0.13015296354369166
57,Altore_N411_A11_co_let.txt,PetruRocca,-1.1299618547408814,-0.34268586946621604,-0.5998602365430425,0.0735728675557139
58,Altore_N412_A11_co_art.txt,MartinuAppinzapalu,-1.3305749819288022,-0.34948550742337664,0.12660203428442796,-0.44386347955755123
